Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Wang, K., Kim, C., Bradfield, J., Guo, Y., Toskala, E., Otieno, F.G., Hou, C., Thomas, K., Cardinale, C., Lyon, G.J., Golhar, R., Hakonarson, H.","55547129985; 7409876592; 17345207700; 55808814900; 6603000646; 16307899700; 8744767600; 35182062000; 55657007700; 57196750882; 55185185200; 55531171800","Whole-genome DNA/RNA sequencing identifies truncating mutations in RBCK1 in a novel Mendelian disease with neuromuscular and cardiac involvement",2013,"Genome Medicine",5,"7", 67,,,,65,10.1186/gm471,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880934152&partnerID=40&md5=b712d6fd560f0cccfe265bc5143631e3",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84880934152
"Nienborg, H., Hasenstaub, A., Nauhaus, I., Taniguchi, H., Josh Huang, Z., Callaway, E.M.","6507714869; 6506264309; 34571961500; 55565590000; 55729524100; 7005525489","Contrast dependence and differential contributions from somatostatin- and parvalbumin-expressing neurons to spatial integration in mouse V1",2013,"Journal of Neuroscience",33,"27",,11145,11154,,58,10.1523/JNEUROSCI.5320-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880481590&partnerID=40&md5=0c8ef7c9069b267e11701162ed338c6f",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880481590
"Cléry, A., Sinha, R., Anczuków, O., Corrionero, A., Moursy, A., Daubner, G.M., Valcárcel, J., Krainer, A.R., Allain, F.H.-T.","34569560700; 55804515700; 14629962900; 8315671000; 55803385700; 36027468600; 7005708991; 56744420600; 6603685405","Isolated pseudo-RNA-recognition motifs of SR proteins can regulate splicing using a noncanonical mode of RNA recognition",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"30",,E2802,E2811,,84,10.1073/pnas.1303445110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880676352&partnerID=40&md5=9c70cd50824140631a0b3e52eaf07087",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880676352
"Bardot, E.S., Valdes, V.J., Zhang, J., Perdigoto, C.N., Nicolis, S., Hearn, S.A., Silva, J.M., Ezhkova, E.","54950129200; 55910116600; 56488783200; 24923325000; 7004595222; 7004548500; 35598818500; 8979119900","Polycomb subunits Ezh1 and Ezh2 regulate the Merkel cell differentiation program in skin stem cells",2013,"EMBO Journal",32,"14",,1990,2000,,95,10.1038/emboj.2013.110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880330419&partnerID=40&md5=439af33809942c45f960039001404b8d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84880330419
"Tasdemir, N., Lowe, S.W.","56144975300; 15064198100","Senescent cells spread the word: Non-cell autonomous propagation of cellular senescence",2013,"EMBO Journal",32,"14",,1975,1976,,24,10.1038/emboj.2013.139,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880328546&partnerID=40&md5=a87521da5ec0bd484b42091763e538b2",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84880328546
"Karginov, F.V., Hannon, G.J.","6506877135; 7006115520","Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates",2013,"Genes and Development",27,"14",,1624,1632,,115,10.1101/gad.215939.113,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880447792&partnerID=40&md5=7d1ad119dc283f2bb8fa865c759699fd",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880447792
"Schatz, M.C., Langmead, B.","7102406086; 26324979600","The DNA data deluge",2013,"IEEE Spectrum",50,"7", 6545119,28,33,,47,10.1109/MSPEC.2013.6545119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879960888&partnerID=40&md5=df900ebfdd0394a88c7ff8b2b3beee76",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879960888
"Vu, T.M., Nakamura, M., Calarco, J.P., Susaki, D., Lim, P.Q., Kinoshita, T., Higashiyama, T., Martienssen, R.A., Berger, F.","55780232200; 37070449800; 13409717500; 26327063800; 57209332689; 7403391137; 7006261611; 7007149382; 14023902500","RNA-directed DNA methylation regulates parental genomic imprinting at several loci in Arabidopsis",2013,"Development (Cambridge)",140,"14",,2953,2960,,70,10.1242/dev.092981,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879629508&partnerID=40&md5=0f7b953497de38f3af2224cb6c1184c5",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879629508
"Roberts, R.J., Carneiro, M.O., Schatz, M.C.","7404281937; 55391535400; 7102406086","The advantages of SMRT sequencing",2013,"Genome Biology",14,"6", 405,,,,430,10.1186/gb-2013-14-6-405,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883745092&partnerID=40&md5=7058d7b13af94005fdb820e96a70e7ae",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84883745092
"Belousov, V.V., Enikolopov, G.N., Mishina, N.M.","7102704965; 7004373908; 6701854936","Compartmentalization of ROS-mediated signal transduction",2013,"Russian Journal of Bioorganic Chemistry",39,"4",,341,355,,3,10.1134/S1068162013040043,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880844770&partnerID=40&md5=b24cc4d542c55e5ad25b33e925722b32",Review,Final,"",Scopus,2-s2.0-84880844770
"Schuck, S., Ruse, C., Stenlund, A.","9037883500; 6602093206; 7003265935","CK2 Phosphorylation inactivates DNA binding by the papillomavirus E1 and E2 proteins",2013,"Journal of Virology",87,"13",,7668,7679,,16,10.1128/JVI.00345-13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880390411&partnerID=40&md5=0dc42e983099af165695397e50b98b93",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880390411
"Zhang, Y., Shin, S.J., Liu, D., Ivanova, E., Foerster, F., Ying, H., Zheng, H., Xiao, Y., Chen, Z., Protopopov, A., DePinho, R.A., Paik, J.-H.","55739717400; 7403646843; 55202131600; 35582979800; 37037254900; 55671882900; 7403440766; 15770411900; 55577325200; 55971860900; 7005728512; 7102939675","ZNF365 promotes stability of fragile sites and telomeres",2013,"Cancer Discovery",3,"7",,798,811,,14,10.1158/2159-8290.CD-12-0536,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880276680&partnerID=40&md5=a62798cd7be2c71255d90ea24f894926",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880276680
"Josh Huang, Z., Zeng, H.","55729524100; 7401471902","Genetic approaches to neural circuits in the mouse",2013,"Annual Review of Neuroscience",36,"",,183,215,,145,10.1146/annurev-neuro-062012-170307,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880270170&partnerID=40&md5=810aa6592110cd7c6e0133343c8dd2d1",Review,Final,"",Scopus,2-s2.0-84880270170
"Livyatan, I., Harikumar, A., Nissim-Rafinia, M., Duttagupta, R., Gingeras, T.R., Meshorer, E.","55509921300; 55617840100; 6508217515; 55405964500; 7003527869; 6602483496","Non-polyadenylated transcription in embryonic stem cells reveals novel non-coding RNA related to pluripotency and differentiation",2013,"Nucleic Acids Research",41,"12",,6300,6315,,23,10.1093/nar/gkt316,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880246505&partnerID=40&md5=82a76de171614c9920d2ab46c82f9a67",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84880246505
"O'Donnell, M., Langston, L., Stillman, B.","7402328524; 8503983500; 7005460117","Principles and concepts of DNA replication in bacteria, archaea, and eukarya",2013,"Cold Spring Harbor Perspectives in Biology",5,"7",,,,,237,10.1101/cshperspect.a010108,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879750259&partnerID=40&md5=822ede6f3b1fc6c2bd6ee37d6d1d6994",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879750259
"Rossmann, M.P., Stillman, B.","57190858030; 7005460117","Immunoblotting Histones from Yeast Whole-Cell Protein Extracts",2013,"Cold Spring Harbor Protocols",8,"7",,625,630,,7,10.1101/pdb.prot067116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879699788&partnerID=40&md5=5290e4e1bbe237bec004515ad67c22c1",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879699788
"Carandini, M., Churchland, A.K.","6701363142; 6506370880","Probing perceptual decisions in rodents",2013,"Nature Neuroscience",16,"7",,824,831,,178,10.1038/nn.3410,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879634595&partnerID=40&md5=a6e3c263fce60c67fec2f465e9b0da62",Review,Final,"All Open Access, Green",Scopus,2-s2.0-84879634595
"Izumi, N., Kawaoka, S., Yasuhara, S., Suzuki, Y., Sugano, S., Katsuma, S., Tomari, Y.","7102191899; 23111153600; 55772629100; 55626680600; 35354458800; 9636167700; 6603810250","Hsp90 facilitates accurate loading of precursor piRNAs into PIWI proteins",2013,"RNA",19,"7",,896,901,,42,10.1261/rna.037200.112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879311005&partnerID=40&md5=405adbbefcf8939f02f6624f5ae63817",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879311005
"Hansen, K.B., Tajima, N., Risgaard, R., Perszyk, R.E., Jorgensen, L., Vance, K.M., Ogden, K.K., Clausen, R.P., Furukawa, H., Traynelis, S.F.","9274178400; 55767847500; 36638278300; 55767101100; 8209040100; 26667373600; 35181771200; 7003423087; 35229357000; 7004038241","Structural determinants of agonist efficacy at the glutamate binding site of n-methyl-d-Aspartate receptorss",2013,"Molecular Pharmacology",84,"1",,114,127,,70,10.1124/mol.113.085803,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879087027&partnerID=40&md5=1d60b3cfd11fcc81c0f4549a183d151a",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879087027
"Xu, X., Zhang, Y., Williams, J., Antoniou, E., McCombie, W.R., Wu, S., Zhu, W., Davidson, N.O., Denoya, P., Li, E.","55632409400; 55373189600; 56766563800; 7004010371; 7003295780; 56931741100; 57037437700; 7202245995; 15749783500; 55684334400","Parallel comparison of Illumina RNA-Seq and Affymetrix microarray platforms on transcriptomic profiles generated from 5-aza-deoxy-cytidine treated HT-29 colon cancer cells and simulated datasets",2013,"BMC Bioinformatics",14,"SUPPL9", S1,,,,65,10.1186/1471-2105-14-S9-S1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84887156607&partnerID=40&md5=6134d47702ad3d4e6dd8974e32fc2938",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84887156607
"Schatz, M.C., Taylor, J., Schelhorn, S.-E.","7102406086; 57209264608; 24559519300","The DNA60IFX contest",2013,"Genome Biology",14,"6", 124,,,,,10.1186/gb-2013-14-6-124,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84883828514&partnerID=40&md5=935737edde51b4fdfd01db139ea65fe4",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84883828514
"Courtin, A., Richards, F.M., Bapiro, T.E., Bramhall, J.L., Neesse, A., Cook, N., Krippendorff, B.-F., Tuveson, D.A., Jodrell, D.I.","6508145913; 57536876600; 6507611380; 55669081100; 22035878800; 24830417500; 15842129600; 6701721348; 7003445285","Anti-Tumour Efficacy of Capecitabine in a Genetically Engineered Mouse Model of Pancreatic Cancer",2013,"PLoS ONE",8,"6", e67330,,,,26,10.1371/journal.pone.0067330,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879531496&partnerID=40&md5=e976179ee42f7bab4fc39dd4a8db8a4b",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84879531496
"Park, E., Kim, H., Kim, J.M., Primack, B., Vidal-Cardenas, S., Xu, Y., Price, B.D., Mills, A.A., D'Andrea, A.D.","55285980600; 55262576800; 57207437386; 55805727100; 35363256600; 35072250400; 10239867000; 7202863188; 7102007425","FANCD2 Activates Transcription of TAp63 and Suppresses Tumorigenesis",2013,"Molecular Cell",50,"6",,908,918,,49,10.1016/j.molcel.2013.05.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880768870&partnerID=40&md5=c0ef8fbf50a9e1dfbe6a287e2d1e7410",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84880768870
"Campbell, R.A.A., Honegger, K.S., Qin, H., Li, W., Demir, E., Turner, G.C.","57195131698; 15841353600; 36446411300; 24335357200; 21739313500; 36850210300","Imaging a population code for odor identity in the Drosophila mushroom body",2013,"Journal of Neuroscience",33,"25",,10568,10581,,80,10.1523/JNEUROSCI.0682-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879166853&partnerID=40&md5=0fe1e775d62c76ba01bcd17117bad273",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879166853
"Rajaram, M., Zhang, J., Wang, T., Li, J., Kuscu, C., Qi, H., Kato, M., Grubor, V., Weil, R.J., Helland, A., Borrenson-Dale, A.-L., Cho, K.R., Levine, D.A., Houghton, A.N., Wolchok, J.D., Myeroff, L., Markowitz, S.D., Lowe, S.W., Zhang, M., Krasnitz, A., Lucito, R., Mu, D., Powers, R.S.","55211864700; 57221656074; 35199244700; 57015696500; 57207954810; 55771019200; 58280048400; 15019366800; 7103268585; 7003281104; 56044512700; 7403956816; 7403166090; 7102646773; 7003481268; 6603462848; 7102347123; 15064198100; 55909042200; 7003460476; 6602333333; 7005487573; 7203083045","Two Distinct Categories of Focal Deletions in Cancer Genomes",2013,"PLoS ONE",8,"6", e66264,,,,29,10.1371/journal.pone.0066264,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879256573&partnerID=40&md5=41756252d7c8bb981642dd3c71a7f9f6",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84879256573
"King, B., Trimarchi, T., Reavie, L., Xu, L., Mullenders, J., Ntziachristos, P., Aranda-Orgilles, B., Perez-Garcia, A., Shi, J., Vakoc, C., Sandy, P., Shen, S.S., Ferrando, A., Aifantis, I.","58349006500; 24825363900; 16304934200; 55261784800; 8516917200; 54886490600; 23097177500; 16743993000; 55491867900; 8685299800; 6602937400; 36097238800; 7004532329; 6603005523","XThe ubiquitin ligase FBXW7 modulates leukemia-initiating cell activity by regulating MYC stability",2013,"Cell",153,"7",,1552,,,245,10.1016/j.cell.2013.05.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879364450&partnerID=40&md5=8e9a72b348cc36f1ec538e05e4965e61",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879364450
"Carillo, P., Feil, R., Gibon, Y., Satoh-Nagasawa, N., Jackson, D., Bläsing, O.E., Stitt, M., Lunn, J.E.","6603289745; 7006551921; 6603662917; 8236944000; 7404288309; 6603496543; 57204302856; 7102134149","A fluorometric assay for trehalose in the picomole range",2013,"Plant Methods",9,"1", 21,,,,49,10.1186/1746-4811-9-21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879072334&partnerID=40&md5=942d5fc7becba8fa67dca85f3c578c42",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84879072334
"Krasnitz, A., Sun, G., Andrews, P., Wigler, M.","7003460476; 55772073500; 57203229482; 7005241418","Target inference from collections of genomic intervals",2013,"Proceedings of the National Academy of Sciences of the United States of America",110,"25",,E2271,E2278,,11,10.1073/pnas.1306909110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879288827&partnerID=40&md5=2cc45c204b7cd57734fe3eafc13d9854",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84879288827
"Youmans, S.J., Fein, M.R., Wirkowski, E., Maesaka, J.K.","57189554778; 55189554900; 6603017678; 7004301147","Demonstration of natriuretic activity in urine of neurosurgical patients with renal salt wasting",2013,"F1000Research",2,"", 2-126.v2,,,,7,10.12688/f1000research.2-126.v2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84914818790&partnerID=40&md5=c825bebcbd5c7d5b3d31bd4e76cef45e",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84914818790
"Dörfel, M.J., Westphal, J.K., Bellmann, C., Krug, S.M., Cording, J., Mittag, S., Tauber, R., Fromm, M., Blasig, I.E., Huber, O.","26648154800; 26649303000; 46760939600; 25641099900; 36672664800; 55758521900; 7006752547; 55605772841; 7006391092; 7005830805","CK2-dependent phosphorylation of occludin regulates the interaction with ZO-proteins and tight junction integrity",2013,"Cell Communication and Signaling",11,"1", 40,,,,37,10.1186/1478-811X-11-40,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878694266&partnerID=40&md5=cd217fd5a92a2864a3d793460ea271ed",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84878694266
"Hromádka, T., Zador, A.M., De Weese, M.R.","57510213600; 7004503632; 7004263810","Up states are rare in awake auditory cortex",2013,"Journal of Neurophysiology",109,"8",,1989,1995,,29,10.1152/jn.00600.2012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878501226&partnerID=40&md5=b3279cc1c3c424e90ff43047ff5d1ed6",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84878501226
"Salussolia, C.L., Gan, Q., Kazi, R., Singh, P., Allopenna, J., Furukawa, H., Wollmuth, L.P.","16317444500; 55754319100; 54391260500; 7403971820; 57225262466; 35229357000; 7004253785","A eukaryotic specific transmembrane segment is required for tetramerization in AMPA receptors",2013,"Journal of Neuroscience",33,"23",,9840,9845,,26,10.1523/JNEUROSCI.2626-12.2013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878485837&partnerID=40&md5=33b93e26e89e2be16b057ff88e2c3a21",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878485837
"Czech, B., Preall, J.B., McGinn, J., Hannon, G.J.","24340985500; 9242628900; 55674601100; 7006115520","A transcriptome-wide RNAi screen in the drosophila ovary reveals factors of the germline piRNA pathway",2013,"Molecular Cell",50,"5",,749,761,,170,10.1016/j.molcel.2013.04.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878851966&partnerID=40&md5=953fc01d8dc61959d2bc8dd02599ad91",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878851966
"Bodnar, M.S., Spector, D.L.","7003355513; 35565902300","XChromatin meets its organizers",2013,"Cell",153,"6",,1187,,,3,10.1016/j.cell.2013.05.030,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878850641&partnerID=40&md5=24c8e7fe1b66cc9092d4372aca565c21",Short Survey,Final,"All Open Access, Bronze",Scopus,2-s2.0-84878850641
"Muerdter, F., Guzzardo, P.M., Gillis, J., Luo, Y., Yu, Y., Chen, C., Fekete, R., Hannon, G.J.","36626133400; 37021480800; 35578536500; 56303226400; 55340092600; 10043817200; 58404029200; 7006115520","A genome-wide RNAi screen draws a genetic framework for transposon control and primary piRNA biogenesis in drosophila",2013,"Molecular Cell",50,"5",,736,748,,125,10.1016/j.molcel.2013.04.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878847013&partnerID=40&md5=2e21a66fb35f356c76f991f59c501dfd",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878847013
"Sheppard, J.P., Raposo, D., Churchland, A.K.","57195589765; 36965710100; 6506370880","Dynamic weighting of multisensory stimuli shapes decisionmaking in rats and humans",2013,"Journal of Vision",13,"6", 4,,,,54,10.1167/13.6.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878360257&partnerID=40&md5=11e477ce5eb3a917e41031691a94393a",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84878360257
"Roberts, E.W., Deonarine, A., Jones, J.O., Denton, A.E., Feig, C., Lyons, S.K., Espeli, M., Kraman, M., McKenna, B., Wells, R.J.B., Zhao, Q., Caballero, O.L., Larder, R., Coll, A.P., O'Rahilly, S., Brindle, K.M., Teichmann, S.A., Tuveson, D.A., Fearon, D.A.","57203073756; 56582002900; 55880355100; 16070432100; 8647018700; 7102022142; 6507509478; 15754116700; 58331159700; 58444953900; 55743333000; 15135216000; 56297940700; 58307216600; 7101607650; 7006147738; 7003495551; 6701721348; 7006031472","Depletion of stromal cells expressing fibroblast activation protein-α from skeletal muscle and bone marrow results in cachexia and anemia",2013,"Journal of Experimental Medicine",210,"6",,1137,1151,,239,10.1084/jem.20122344,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880687861&partnerID=40&md5=cb04478e3f0c1145f7b8b1de41b78f08",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84880687861
"Cipollini, M.L., Strahl, M., Gorden, N.S., Tomlinson, P., Ware, R.","6701731977; 57219383727; 55918089500; 7006827797; 55792725000","Vegetative survey of Martha's Meadow, an open limestone habitat in northwestern Georgia",2013,"Southeastern Naturalist",12,"2",,317,338,,2,10.1656/058.012.0207,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84880103601&partnerID=40&md5=765032ee5a5a69a1ad8c4ecb6a5c935f",Article,Final,"",Scopus,2-s2.0-84880103601
"Chaudhri, V.K., Salzler, G.G., Dick, S.A., Buckman, M.S., Sordella, R., Karoly, E.D., Mohney, R., Stiles, B.M., Elemento, O., Altorki, N.K., McGraw, T.E.","36463201400; 55772047800; 8315214100; 56044517200; 6507433592; 8599275800; 57200266850; 7005266259; 12779628700; 7006645610; 7006196471","Metabolic alterations in lung cancer-associated fibroblasts correlated with increased glycolytic metabolism of the tumor",2013,"Molecular Cancer Research",11,"6",,579,592,,76,10.1158/1541-7786.MCR-12-0437-T,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879323485&partnerID=40&md5=bfd03bbdf2af81543eb3f4c0424e4174",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879323485
"Park, J.-H., Glass, Z., Sayed, K., Michurina, T.V., Lazutkin, A., Mineyeva, O., Velmeshev, D., Ward, W.F., Richardson, A., Enikolopov, G.","15036508500; 55770616200; 55770838600; 7003375411; 15925554100; 55388467500; 55770086700; 7202733401; 7402533939; 7004373908","Calorie restriction alleviates the age-related decrease in neural progenitor cell division in the aging brain",2013,"European Journal of Neuroscience",37,"12",,1987,1993,,50,10.1111/ejn.12249,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879228410&partnerID=40&md5=e9a4eb785b1a0dd11c774f45c19255aa",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879228410
"Krishnan, N., Bencze, G., Cohen, P., Tonks, N.K.","10142316300; 35100111900; 7402923816; 35428426700","The anti-inflammatory compound BAY-11-7082 is a potent inhibitor of protein tyrosine phosphatases",2013,"FEBS Journal",280,"12",,2830,2841,,44,10.1111/febs.12283,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878767986&partnerID=40&md5=a4529eedc6488ed35039567927b42714",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878767986
"Kepecs, A.","6603111953","The uncertainty of it all",2013,"Nature Neuroscience",16,"6",,660,662,,6,10.1038/nn.3416,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878533326&partnerID=40&md5=fd410667205645501625f9596bf601b3",Article,Final,"",Scopus,2-s2.0-84878533326
"Scharf, J.M., Yu, D., Mathews, C.A., Neale, B.M., Stewart, S.E., Fagerness, J.A., Evans, P., Gamazon, E., Edlund, C.K., Service, S.K., Tikhomirov, A., Osiecki, L., Illmann, C., Pluzhnikov, A., Konkashbaev, A., Davis, L.K., Han, B., Crane, J., Moorjani, P., Crenshaw, A.T., Parkin, M.A., Reus, V.I., Lowe, T.L., Rangel-Lugo, M., Chouinard, S., Dion, Y., Girard, S., Cath, D.C., Smit, J.H., King, R.A., Fernandez, T.V., Leckman, J.F., Kidd, K.K., Kidd, J.R., Pakstis, A.J., State, M.W., Herrera, L.D., Romero, R., Fournier, E., Sandor, P., Barr, C.L., Phan, N., Gross-Tsur, V., Benarroch, F., Pollak, Y., Budman, C.L., Bruun, R.D., Erenberg, G., Naarden, A.L., Lee, P.C., Weiss, N., Kremeyer, B., Berrío, G.B., Campbell, D.D., Cardona Silgado, J.C., Ochoa, W.C., Mesa Restrepo, S.C., Muller, H., Valencia Duarte, A.V., Lyon, G.J., Leppert, M., Morgan, J., Weiss, R., Grados, M.A., Anderson, K., Davarya, S., Singer, H., Walkup, J., Jankovic, J., Tischfield, J.A., Heiman, G.A., Gilbert, D.L., Hoekstra, P.J., Robertson, M.M., Kurlan, R., Liu, C., Gibbs, J.R., Singleton, A., Hardy, J., Strengman, E., Ophoff, R.A., Wagner, M., Moessner, R., Mirel, D.B., Posthuma, D., Sabatti, C., Eskin, E., Conti, D.V., Knowles, J.A., Ruiz-Linares, A., Rouleau, G.A., Purcell, S., Heutink, P., Oostra, B.A., McMahon, W.M., Freimer, N.B., Cox, N.J., Pauls, D.L.","36854201100; 57214114929; 57198171750; 7003484514; 54414801200; 8571131200; 7402236547; 35309924700; 24168101300; 6604078269; 36343067000; 55331190900; 15049640400; 7003404769; 57219813012; 57203425292; 14034165200; 56230776300; 24069108500; 34976481600; 22935529400; 7005444248; 7102566926; 6602912284; 57190563493; 57202224303; 24740765500; 6601918331; 35376237100; 55920863200; 7006421044; 57223251888; 35292270000; 7102576567; 7003963252; 6603734659; 15047974900; 57216994933; 7101658052; 56219055500; 35447356300; 55331731500; 57196081617; 57201226805; 6603634830; 6603854160; 6701409893; 7004214495; 55395185100; 57212235685; 57197612179; 14034395400; 57191346206; 16041366500; 55331594000; 57201434294; 37113585900; 35315869300; 56062344800; 57196750882; 35351313000; 14628998400; 35378752500; 6701431669; 57200642067; 23026531900; 7202702104; 7007029833; 36012646700; 7004449404; 57204027096; 7401955879; 7004588730; 7401592220; 57207603469; 35315983600; 16028171700; 7006092717; 56210513900; 57205593190; 7004321340; 57200105179; 56227802400; 56984154200; 6701827628; 55952061400; 7003344359; 7006606035; 26642897000; 6701908899; 57192120844; 56425536500; 7005566654; 7102229127; 7005744225; 7004585179; 57195132724; 7007038603","Genome-wide association study of Tourette's syndrome",2013,"Molecular Psychiatry",18,"6",,721,728,,145,10.1038/mp.2012.69,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878227013&partnerID=40&md5=5ee4a4ab4d1de17743867ceb4328527b",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-84878227013
"Kaaij, L.T.J., van de Wetering, M., Fang, F., Decato, B., Molaro, A., van de Werken, H.J.G., van Es, J.H., Schuijers, J., de Wit, E., de Laat, W., Hannon, G.J., Clevers, H.C., Smith, A.D., Ketting, R.F.","29467449000; 7003315037; 57192201876; 55748085200; 50161982000; 56544734300; 7005206137; 36500100200; 8704529300; 6701823489; 7006115520; 35594209900; 57203774574; 6603411325","DNA methylation dynamics during intestinal stem cell differentiation reveals enhancers driving gene expression in the villus",2013,"Genome Biology",14,"5", R50,,,,88,10.1186/gb-2013-14-5-r50,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84878248139&partnerID=40&md5=e37e791885ad970fc1e0502c82cbb0ea",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84878248139
"Kvitsiani, D., Ranade, S., Hangya, B., Taniguchi, H., Huang, J.Z., Kepecs, A.","8614683100; 57284177400; 15753767600; 55565590000; 55729524100; 6603111953","Distinct behavioural and network correlates of two interneuron types in prefrontal cortex",2013,"Nature",498,"7454",,363,366,,307,10.1038/nature12176,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84879420137&partnerID=40&md5=0d311fc371e305d1062ad07811e3cd3c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84879420137
