eprintid	rev_number	eprint_status	userid	dir	datestamp	lastmod	status_changed	type	metadata_visibility	sword_depositor	title	ispublished	date	date_type	id_number	official_url	PMID	full_text_status	publication	pagerange	refereed	issn	Attribute:id	abstract	volume	number	pmcid	publisher
40499	8	archive	39	disk0/00/04/04/99	1/26/22 14:48	2/10/22 16:49	1/26/22 14:48	article	show	39	"P63 targeted deletion under the FOXN1 promoter disrupts pre-and post-natal thymus development, function and maintenance as well as induces severe hair loss"	pub	1/25/22		10.1371/journal.pone.0261770	https://pubmed.ncbi.nlm.nih.gov/35077450/	5077450/	public	PLoS One		TRUE	1932-6203	https://repository.cshl.edu/id/eprint/40499	"Progressive immune deficiency of aging is characterized by severe thymic atrophy, contracted T cell repertoire, and poor immune function. p63 is critical for the proliferative potential of embryonic and adult stem cells, as well as thymic epithelial cells (TECs). Because p63 null mice experience rapid post-natal lethality due to epidermal and limb morphogenesis defects, studies to define a role for p63 expression in TEC biology focused on embryonic thymus development and in vitro experiments. Since post-natal thymic stromal development and function differs from that of the embryo, we assessed the impact of lineage-restricted p63 loss on pre- and post-natal murine TEC function by generating mice with a loss of p63 function targeted to TEC, termed p63 TECko mice. In adult p63 TECko mice, severe thymic hypoplasia was observed with a lack in a discernable segregation into medullary and cortical compartments and peripheral T cell lymphopenia. This profound thymic defect was seen in both neonatal as well as embryonic p63 TECko mice. In addition to TECs, p63 also plays in important role in the development of stratified epithelium of the skin; lack of p63 results in defects in skin epidermal stratification and differentiation. Interestingly, all adult p63 TECko mice lacked hair follicles despite having normal p63 expression in the skin. Together our results show a critical role of TEC p63 in thymic development and maintenance and show that p63 expression is critical for hair follicle formation."	17	1	PMC8789144	
40501	11	archive	39	disk0/00/04/05/01	1/26/22 16:34	2/10/22 20:31	1/26/22 16:34	article	show	39	Carcinomas assemble a filamentous CXCL12-keratin-19 coating that suppresses T cell-mediated immune attack	pub	1/25/22	published	10.1073/pnas.2119463119	https://www.ncbi.nlm.nih.gov/pubmed/35046049	35046049	public	Proceedings of the National Academy of Sciences of USA	e2119463119-e2119463119	TRUE	0027-8424	https://repository.cshl.edu/id/eprint/40501	"Cancer immunotherapy frequently fails because most carcinomas have few T cells, suggesting that cancers can suppress T cell infiltration. Here, we show that cancer cells of human pancreatic ductal adenocarcinoma (PDA), colorectal cancer, and breast cancer are coated with transglutaminase-2 (TGM2)-dependent covalent CXCL12-keratin-19 (KRT19) heterodimers that are organized as filamentous networks. Since a dimeric form of CXCL12 suppresses the motility of human T cells, we determined whether this polymeric CXCL12-KRT19 coating mediated T cell exclusion. Mouse tumors containing control PDA cells exhibited the CXCL12-KRT19 coating, excluded T cells, and did not respond to treatment with anti-PD-1 antibody. Tumors containing PDA cells not expressing either KRT19 or TGM2 lacked the CXCL12-KRT19 coating, were infiltrated with activated CD8+ T cells, and growth was suppressed with anti-PD-1 antibody treatment. Thus, carcinomas assemble a CXCL12-KRT19 coating to evade cancer immune attack."	119	4	PMC8794816	
40524	5	archive	39	disk0/00/04/05/24	2/23/22 15:37	2/23/22 15:37	2/23/22 15:37	article	show	39	Sizing up whole-brain neuronal tracing	pub	1/24/22	published	10.1016/j.scib.2022.01.018			none	Science Bulletin		FALSE	2095-9273	https://repository.cshl.edu/id/eprint/40524					
40515	7	archive	39	disk0/00/04/05/15	2/10/22 18:17	2/10/22 18:17	2/10/22 18:17	article	show	39	"Mobile mammography in New York City: analysis of 32,350 women utilizing a screening mammogram program"	pub	1/21/22	published	10.1038/s41523-022-00381-6	https://www.ncbi.nlm.nih.gov/pubmed/35064104	35064104	public	npj Breast Cancer	14	TRUE	2374-4677	https://repository.cshl.edu/id/eprint/40515	"Mobile mammography vans (mammovans) may help close the gap to access of breast cancer screening by providing resources to underserved communities. Minimal data exists on the populations served, the ability of mammovans to reach underserved populations, and the outcomes of participants. We sought to determine the demographic characteristics, number of breast cancers diagnosed, and number of women who used the American Italian Cancer Foundation (AICF) Mobile, No-Cost Breast Cancer Screening Program within the five boroughs of New York City. Data were collected by the AICF from 2014 to 2019 on a voluntary basis from participants at each screening location. Women aged 40 to 79 years who had not had a mammogram in the previous 12 months were invited to participate. Each participant underwent a clinical breast exam by a nurse practitioner followed by a screening mammogram. Images were read by a board-certified radiologist contracted by the AICF from Multi Diagnostic Services. There were 32,350 participants in this study. Sixty-three percent reported an annual household income ≤$25,000, and 30% did not have health insurance. More than half of participants identified as either African American (28%) or Hispanic (27%). Additional testing was performed for 5359 women found to have abnormal results on screening. In total, 68 cases of breast cancer were detected. Breast cancer disparities are multifactorial, with the greatest factor being limited access to care. Mobile, no-cost mammogram screening programs show great promise in helping to close the gap to screening access."	8	1	PMC8782895	
40532	8	archive	41	disk0/00/04/05/32	3/2/22 15:03	3/2/22 15:03	3/2/22 15:03	article	show		Hot 'n cold: Applying the cis-regulatory code to predict heat and cold stress response in maize	pub	1/20/22	published				none	The Plant cell	497-498	FALSE	1532-298X	https://repository.cshl.edu/id/eprint/40532	"Plant development entails strictly regulated transcriptional programs, broadly dictated by regulatory DNA that determines spatiotemporal patterns of gene expression. Plants have developed a remarkable adaptability to fluctuating environments, relying on a large repertoire of regulatory mechanisms that orchestrates transcriptional reprogramming and adaptation (Nakashima et al., 2009). Although the core transcriptional stress response is thought to be conserved within a species, remarkable examples of local adaptation revealed highly variable, genotype-specific response to stresses that have been linked to cis-regulatory variation (Lasky et al., 2014). Nevertheless, our ability to decode the cis-regulatory elements (CREs) underlying the transcriptional response to environmental stresses, and to predict gene expression patterns from these cis-regulatory signatures alone, remain limited."	34	1	PMC8773968	
40505	6	archive	39	disk0/00/04/05/05	2/3/22 16:03	2/3/22 16:03	2/3/22 16:03	article	show	39	Building an embryo: An auxin gene toolkit for zygotic and somatic embryogenesis in Brazilian pine	pub	1/20/22	published	10.1016/j.gene.2021.146168	https://www.ncbi.nlm.nih.gov/pubmed/34995731	34995731	none	Gene	146168	TRUE	0378-1119	https://repository.cshl.edu/id/eprint/40505	"Many studies in the model species Arabidopsis thaliana characterized genes involved in embryo formation. However, much remains to be learned about the portfolio of genes that are involved in signal transduction and transcriptional regulation during plant embryo development in other species, particularly in an evolutionary context, especially considering that some genes involved in embryo patterning are not exclusive of land plants. This study, used a combination of domain architecture phylostratigraphy and phylogenetic reconstruction to investigate the evolutionary history of embryo patterning and auxin metabolism (EPAM) genes in Viridiplantae. This approach shed light on the co-optation of auxin metabolism and other molecular mechanisms that contributed to the radiation of land plants, and specifically to embryo formation. These results have potential to assist conservation programs, by directing the development of tools for obtaining somatic embryos. In this context, we employed this methodology with critically endangered and non-model species Araucaria angustifolia, the Brazilian pine, which is current focus of conservation efforts using somatic embryogenesis. So far, this approach had little success since somatic embryos fail to completely develop. By profiling the expression of genes that we identified as necessary for the emergence of land-plant embryos, we found striking differences between zygotic and somatic embryos that might explain the developmental arrest and be used to improve A. angustifolia somatic culture."	817			
40508	8	archive	39	disk0/00/04/05/08	2/3/22 16:44	3/7/22 14:30	2/3/22 16:44	article	show	39	IL-17RA-signaling in Lgr5+ intestinal stem cells induces expression of transcription factor ATOH1 to promote secretory cell lineage commitment	pub	1/20/22	published	10.1016/j.immuni.2021.12.016	https://www.ncbi.nlm.nih.gov/pubmed/35081371	35081371	none	Immunity		TRUE	1074-7613	https://repository.cshl.edu/id/eprint/40508	"The Th17 cell-lineage-defining cytokine IL-17A contributes to host defense and inflammatory disease by coordinating multicellular immune responses. The IL-17 receptor (IL-17RA) is expressed by diverse intestinal cell types, and therapies targeting IL-17A induce adverse intestinal events, suggesting additional tissue-specific functions. Here, we used multiple conditional deletion models to identify a role for IL-17A in secretory epithelial cell differentiation in the gut. Paneth, tuft, goblet, and enteroendocrine cell numbers were dependent on IL-17A-mediated induction of the transcription factor ATOH1 in Lgr5+ intestinal epithelial stem cells. Although dispensable at steady state, IL-17RA signaling in ATOH1+ cells was required to regenerate secretory cells following injury. Finally, IL-17A stimulation of human-derived intestinal organoids that were locked into a cystic immature state induced ATOH1 expression and rescued secretory cell differentiation. Our data suggest that the cross talk between immune cells and stem cells regulates secretory cell lineage commitment and the integrity of the mucosa."			PMC8895883	
40502	5	archive	39	disk0/00/04/05/02	1/27/22 14:18	1/27/22 14:18	1/27/22 14:18	article	show	39	HMGB1-Mediated Restriction of EPO Signaling Contributes to Anemia of Inflammation	pub	1/18/22	published	10.1182/blood.2021012048	https://www.ncbi.nlm.nih.gov/pubmed/35040907	35040907	none	Blood		TRUE	Jun-71	https://repository.cshl.edu/id/eprint/40502	"Anemia of inflammation, also known as anemia of chronic disease, is refractory to erythropoietin (EPO) treatment, but the mechanisms underlying the EPO-refractory state are unclear. Here, we demonstrate that high mobility group box-1 protein (HMGB1), a damage-associated molecular pattern molecule recently implicated in anemia development during sepsis, leads to reduced expansion and increased death of EPO-sensitive erythroid precursors in human models of erythropoiesis. HMGB1 significantly attenuates EPO-mediated phosphorylation of the JAK2/STAT5 and mTOR signaling pathways. Genetic ablation of RAGE, the only known HMGB1 receptor expressed by erythroid precursors, does not rescue the deleterious effects of HMGB1 on EPO signaling, either in human or murine precursors. Furthermore, surface plasmon resonance studies highlight the ability of HMGB1 to interfere with the binding between EPO and the EPOR. Administration of a monoclonal anti-HMGB1 antibody after sepsis onset in mice partially restores EPO signaling in vivo. Thus, HMGB1-mediated restriction of EPO signaling contributes to the chronic phase of anemia of inflammation."				
40506	9	archive	39	disk0/00/04/05/06	2/3/22 16:16	2/3/22 16:16	2/3/22 16:16	article	show	39	Exon-skipping antisense oligonucleotides for cystic fibrosis therapy	pub	1/18/22	published	10.1073/pnas.2114858118	https://www.ncbi.nlm.nih.gov/pubmed/35017301	35017301	public	Proceedings of the National Academy of Sciences of USA	e2114858118-e2114858118	TRUE	0027-8424	https://repository.cshl.edu/id/eprint/40506	"Mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene cause cystic fibrosis (CF), and the CFTR-W1282X nonsense mutation causes a severe form of CF. Although Trikafta and other CFTR-modulation therapies benefit most CF patients, targeted therapy for patients with the W1282X mutation is lacking. The CFTR-W1282X protein has residual activity but is expressed at a very low level due to nonsense-mediated messenger RNA (mRNA) decay (NMD). NMD-suppression therapy and read-through therapy are actively being researched for CFTR nonsense mutants. NMD suppression could increase the mutant CFTR mRNA, and read-through therapies may increase the levels of full-length CFTR protein. However, these approaches have limitations and potential side effects: because the NMD machinery also regulates the expression of many normal mRNAs, broad inhibition of the pathway is not desirable, and read-through drugs are inefficient partly because the mutant mRNA template is subject to NMD. To bypass these issues, we pursued an exon-skipping antisense oligonucleotide (ASO) strategy to achieve gene-specific NMD evasion. A cocktail of two splice-site-targeting ASOs induced the expression of CFTR mRNA without the premature-termination-codon-containing exon 23 (CFTR-Δex23), which is an in-frame exon. Treatment of human bronchial epithelial cells with this cocktail of ASOs that target the splice sites flanking exon 23 results in efficient skipping of exon 23 and an increase in CFTR-Δex23 protein. The splice-switching ASO cocktail increases the CFTR-mediated chloride current in human bronchial epithelial cells. Our results set the stage for developing an allele-specific therapy for CF caused by the W1282X mutation."	119	3	PMC8784140	Proceedings of the National Academy of Sciences
40492	4	archive	39	disk0/00/04/04/92	1/20/22 15:26	1/20/22 15:26	1/20/22 15:26	article	show	39	Letter to editor: Recommendations for preprints.	pub	1/18/22	published	10.1080/03007995.2022.2030597	https://www.ncbi.nlm.nih.gov/pubmed/35040383	35040383	none	Current Medical Research and Opinion	3-Jan	FALSE	0300-7995	https://repository.cshl.edu/id/eprint/40492					
40496	8	archive	39	disk0/00/04/04/96	1/20/22 15:56	1/20/22 15:56	1/20/22 15:56	article	show	39	An RNA exosome subunit mediates cell-to-cell trafficking of a homeobox mRNA via plasmodesmata	pub	1/14/22	published	10.1126/science.abm0840	https://www.ncbi.nlm.nih.gov/pubmed/35025667	35025667	none	Science	177-182	TRUE	0036-8075	https://repository.cshl.edu/id/eprint/40496		375	6577		
40520	7	archive	41	disk0/00/04/05/20	2/16/22 16:04	2/16/22 16:04	2/16/22 16:04	article	show		"Host Plant Adaptation Drives Changes in Diaphorina citri Proteome Regulation, Proteoform Expression, and Transmission of ‘Candidatus Liberibacter asiaticus’, the Citrus Greening Pathogen"	pub	1/14/22		doi:10.1094/PHYTO-06-21-0275-R	https://doi.org/10.1094/PHYTO-06-21-0275-R	1-0275-R	public	Phytopathology	101-115	TRUE	0031-949X	https://repository.cshl.edu/id/eprint/40520	"The Asian citrus psyllid (Diaphorina citri) is a pest of citrus and the primary insect vector of the bacterial pathogen, ‘Candidatus Liberibacter asiaticus’ (CLas), which is associated with citrus greening disease. The citrus relative Murraya paniculata (orange jasmine) is a host plant of D. citri but is more resistant to CLas compared with all tested Citrus genotypes. The effect of host switching of D. citri between Citrus medica (citron) and M. paniculata plants on the acquisition and transmission of CLas was investigated. The psyllid CLas titer and the proportion of CLas-infected psyllids decreased in the generations after transfer from CLas-infected citron to healthy M. paniculata plants. Furthermore, after several generations of feeding on M. paniculata, pathogen acquisition (20 to 40% reduction) and transmission rates (15 to 20% reduction) in psyllids transferred to CLas-infected citron were reduced compared with psyllids continually maintained on infected citron. Top-down (difference gel electrophoresis) and bottom-up (shotgun MS/MS) proteomics methods were used to identify changes in D. citri protein expression resulting from host plant switching between Citrus macrophylla and M. paniculata. Changes in expression of insect metabolism, immunity, and cytoskeleton proteins were associated with host plant switching. Both transient and sustained feeding on M. paniculata induced distinct patterns of protein expression in D. citri compared with psyllids reared on C. macrophylla. The results point to complex interactions that affect vector competence and may lead to strategies to control the spread of citrus greening disease."	112	1		
40497	7	archive	39	disk0/00/04/04/97	1/20/22 16:06	1/28/22 14:18	1/20/22 16:06	article	show	39	Interrupting the nitrosative stress fuels tumor-specific cytotoxic T lymphocytes in pancreatic cancer	pub	1/12/22	published	10.1136/jitc-2021-003549	https://www.ncbi.nlm.nih.gov/pubmed/35022194	35022194	public	Journal for ImmunoTherapy of Cancer	e003549-e003549	TRUE	2051-1426	https://repository.cshl.edu/id/eprint/40497	"BACKGROUND: Pancreatic ductal adenocarcinoma (PDAC) is one of the deadliest tumors owing to its robust desmoplasia, low immunogenicity, and recruitment of cancer-conditioned, immunoregulatory myeloid cells. These features strongly limit the success of immunotherapy as a single agent, thereby suggesting the need for the development of a multitargeted approach. The goal is to foster T lymphocyte infiltration within the tumor landscape and neutralize cancer-triggered immune suppression, to enhance the therapeutic effectiveness of immune-based treatments, such as anticancer adoptive cell therapy (ACT). METHODS: We examined the contribution of immunosuppressive myeloid cells expressing arginase 1 and nitric oxide synthase 2 in building up a reactive nitrogen species (RNS)-dependent chemical barrier and shaping the PDAC immune landscape. We examined the impact of pharmacological RNS interference on overcoming the recruitment and immunosuppressive activity of tumor-expanded myeloid cells, which render pancreatic cancers resistant to immunotherapy. RESULTS: PDAC progression is marked by a stepwise infiltration of myeloid cells, which enforces a highly immunosuppressive microenvironment through the uncontrolled metabolism of L-arginine by arginase 1 and inducible nitric oxide synthase activity, resulting in the production of large amounts of reactive oxygen and nitrogen species. The extensive accumulation of myeloid suppressing cells and nitrated tyrosines (nitrotyrosine, N-Ty) establishes an RNS-dependent chemical barrier that impairs tumor infiltration by T lymphocytes and restricts the efficacy of adoptive immunotherapy. A pharmacological treatment with AT38 ([3-(aminocarbonyl)furoxan-4-yl]methyl salicylate) reprograms the tumor microenvironment from protumoral to antitumoral, which supports T lymphocyte entrance within the tumor core and aids the efficacy of ACT with telomerase-specific cytotoxic T lymphocytes. CONCLUSIONS: Tumor microenvironment reprogramming by ablating aberrant RNS production bypasses the current limits of immunotherapy in PDAC by overcoming immune resistance."	10	1	PMC8756272	
40503	6	archive	39	disk0/00/04/05/03	1/27/22 14:25	1/27/22 14:25	1/27/22 14:25	article	show	39	"Inverting the model of genomics data sharing with the NHGRI Genomic Data Science Analysis, Visualization, and Informatics Lab-space"	pub	1/12/22	published	10.1016/j.xgen.2021.100085			public	Cell Genomics	100085-100085	TRUE	2666-979X	https://repository.cshl.edu/id/eprint/40503	"The NHGRI Genomic Data Science Analysis, Visualization, and Informatics Lab-space (AnVIL; https://anvilproject.org) was developed to address a widespread community need for a unified computing environment for genomics data storage, management, and analysis. In this perspective, we present AnVIL, describe its ecosystem and interoperability with other platforms, and highlight how this platform and associated initiatives contribute to improved genomic data sharing efforts. The AnVIL is a federated cloud platform designed to manage and store genomics and related data, enable population-scale analysis, and facilitate collaboration through the sharing of data, code, and analysis results. By inverting the traditional model of data sharing, the AnVIL eliminates the need for data movement while also adding security measures for active threat detection and monitoring and provides scalable, shared computing resources for any researcher. We describe the core data management and analysis components of the AnVIL, which currently consists of Terra, Gen3, Galaxy, RStudio/Bioconductor, Dockstore, and Jupyter, and describe several flagship genomics datasets available within the AnVIL. We continue to extend and innovate the AnVIL ecosystem by implementing new capabilities, including mechanisms for interoperability and responsible data sharing, while streamlining access management. The AnVIL opens many new opportunities for analysis, collaboration, and data sharing that are needed to drive research and to make discoveries through the joint analysis of hundreds of thousands to millions of genomes along with associated clinical and molecular data types."	2	1		
40475	10	archive	39	disk0/00/04/04/75	1/12/22 14:52	1/26/22 15:33	1/12/22 14:52	article	show	39	SorghumBase: a web-based portal for sorghum genetic information and community advancement.	pub	1/11/22	published	10.1007/s00425-022-03821-6	https://www.ncbi.nlm.nih.gov/pubmed/35015132	35015132	public	Planta: an international journal of plant biology	35	TRUE	0032-0935	https://repository.cshl.edu/id/eprint/40475	"MAIN CONCLUSION: SorghumBase provides a community portal that integrates genetic, genomic, and breeding resources for sorghum germplasm improvement. Public research and development in agriculture rely on proper data and resource sharing within stakeholder communities. For plant breeders, agronomists, molecular biologists, geneticists, and bioinformaticians, centralizing desirable data into a user-friendly hub for crop systems is essential for successful collaborations and breakthroughs in germplasm development. Here, we present the SorghumBase web portal ( https://www.sorghumbase.org ), a resource for the sorghum research community. SorghumBase hosts a wide range of sorghum genomic information in a modular framework, built with open-source software, to provide a sustainable platform. This initial release of SorghumBase includes: (1) five sorghum reference genome assemblies in a pan-genome browser; (2) genetic variant information for natural diversity panels and ethyl methanesulfonate (EMS)-induced mutant populations; (3) search interface and integrated views of various data types; (4) links supporting interconnectivity with other repositories including genebank, QTL, and gene expression databases; and (5) a content management system to support access to community news and training materials. SorghumBase offers sorghum investigators improved data collation and access that will facilitate the growth of a robust research community to support genomics-assisted breeding."	255	2	PMC8752523	
40477	10	archive	39	disk0/00/04/04/77	1/12/22 15:09	1/28/22 14:14	1/12/22 15:09	article	show	39	Recruitment of an ancient branching program to suppress carpel development in maize flowers	pub	1/11/22	published	10.1073/pnas.2115871119	https://www.ncbi.nlm.nih.gov/pubmed/34996873	34996873	public	Proceedings of the National Academy of Sciences of USA	e2115871119-e2115871119	TRUE	0027-8424	https://repository.cshl.edu/id/eprint/40477	"Carpels in maize undergo programmed cell death in half of the flowers initiated in ears and in all flowers in tassels. The HD-ZIP I transcription factor gene GRASSY TILLERS1 (GT1) is one of only a few genes known to regulate this process. To identify additional regulators of carpel suppression, we performed a gt1 enhancer screen and found a genetic interaction between gt1 and ramosa3 (ra3). RA3 is a classic inflorescence meristem determinacy gene that encodes a trehalose-6-phosphate (T6P) phosphatase (TPP). Dissection of floral development revealed that ra3 single mutants have partially derepressed carpels, whereas gt1;ra3 double mutants have completely derepressed carpels. Surprisingly, gt1 suppresses ra3 inflorescence branching, revealing a role for gt1 in meristem determinacy. Supporting these genetic interactions, GT1 and RA3 proteins colocalize to carpel nuclei in developing flowers. Global expression profiling revealed common genes misregulated in single and double mutant flowers, as well as in derepressed gt1 axillary meristems. Indeed, we found that ra3 enhances gt1 vegetative branching, similar to the roles for the trehalose pathway and GT1 homologs in the eudicots. This functional conservation over ∼160 million years of evolution reveals ancient roles for GT1-like genes and the trehalose pathway in regulating axillary meristem suppression, later recruited to mediate carpel suppression. Our findings expose hidden pleiotropy of classic maize genes and show how an ancient developmental program was redeployed to sculpt floral form."	119	2	PMC8764674	
40491	9	archive	39	disk0/00/04/04/91	1/20/22 15:07	2/2/22 18:16	1/20/22 15:07	article	show	39	SCP4-STK35/PDIK1L complex is a dual phospho-catalytic signaling dependency in acute myeloid leukemia	pub	1/11/22	published	10.1016/j.celrep.2021.110233	https://www.ncbi.nlm.nih.gov/pubmed/35021089	35021089	public	Cell Reports	110233	TRUE	2211-1247	https://repository.cshl.edu/id/eprint/40491	"Acute myeloid leukemia (AML) cells rely on phospho-signaling pathways to gain unlimited proliferation potential. Here, we use domain-focused CRISPR screening and identify the nuclear phosphatase SCP4 as a dependency in AML, yet this enzyme is dispensable in normal hematopoietic progenitor cells. Using CRISPR exon scanning and gene complementation assays, we show that the catalytic function of SCP4 is essential in AML. Through mass spectrometry analysis of affinity-purified complexes, we identify the kinase paralogs STK35 and PDIK1L as binding partners and substrates of the SCP4 phosphatase domain. We show that STK35 and PDIK1L function catalytically and redundantly in the same pathway as SCP4 to maintain AML proliferation and to support amino acid biosynthesis and transport. We provide evidence that SCP4 regulates STK35/PDIK1L through two distinct mechanisms: catalytic removal of inhibitory phosphorylation and by promoting kinase stability. Our findings reveal a phosphatase-kinase signaling complex that supports the pathogenesis of AML."	38	2	PMC8796272	
40680	27	archive	39	disk0/00/04/06/80	7/21/22 13:24	7/21/22 13:24	7/21/22 13:24	article	show	39	Towards a generic prototyping approach for therapeutically-relevant peptides and proteins in a cell-free translation system	pub	1/11/22	published	10.1038/s41467-021-27854-9	https://www.ncbi.nlm.nih.gov/pubmed/35017494	35017494	public	Nature Communications	260	TRUE	2041-1723	https://repository.cshl.edu/id/eprint/40680	"Advances in peptide and protein therapeutics increased the need for rapid and cost-effective polypeptide prototyping. While in vitro translation systems are well suited for fast and multiplexed polypeptide prototyping, they suffer from misfolding, aggregation and disulfide-bond scrambling of the translated products. Here we propose that efficient folding of in vitro produced disulfide-rich peptides and proteins can be achieved if performed in an aggregation-free and thermodynamically controlled folding environment. To this end, we modify an E. coli-based in vitro translation system to allow co-translational capture of translated products by affinity matrix. This process reduces protein aggregation and enables productive oxidative folding and recycling of misfolded states under thermodynamic control. In this study we show that the developed approach is likely to be generally applicable for prototyping of a wide variety of disulfide-constrained peptides, macrocyclic peptides with non-native bonds and antibody fragments in amounts sufficient for interaction analysis and biological activity assessment."	13	1	PMC8752827	
40476	10	archive	39	disk0/00/04/04/76	1/12/22 15:02	1/26/22 16:34	1/12/22 15:02	article	show	39	Cortical state dynamics and selective attention define the spatial pattern of correlated variability in neocortex	pub	1/10/22	published	10.1038/s41467-021-27724-4	https://www.ncbi.nlm.nih.gov/pubmed/35013259	35013259	public	Nature Communications	44	TRUE	2041-1723	https://repository.cshl.edu/id/eprint/40476	"Correlated activity fluctuations in the neocortex influence sensory responses and behavior. Neural correlations reflect anatomical connectivity but also change dynamically with cognitive states such as attention. Yet, the network mechanisms defining the population structure of correlations remain unknown. We measured correlations within columns in the visual cortex. We show that the magnitude of correlations, their attentional modulation, and dependence on lateral distance are explained by columnar On-Off dynamics, which are synchronous activity fluctuations reflecting cortical state. We developed a network model in which the On-Off dynamics propagate across nearby columns generating spatial correlations with the extent controlled by attentional inputs. This mechanism, unlike previous proposals, predicts spatially non-uniform changes in correlations during attention. We confirm this prediction in our columnar recordings by showing that in superficial layers the largest changes in correlations occur at intermediate lateral distances. Our results reveal how spatially structured patterns of correlated variability emerge through interactions of cortical state dynamics, anatomical connectivity, and attention."	13	1	PMC8748999	
40498	7	archive	39	disk0/00/04/04/98	1/20/22 16:35	1/28/22 14:13	1/20/22 16:35	article	show	39	Systematic characterization of short intronic splicing-regulatory elements in SMN2 pre-mRNA.	pub	1/8/22	published	10.1093/nar/gkab1280	https://www.ncbi.nlm.nih.gov/pubmed/35018432	35018432	public	Nucleic Acids Research		TRUE	0305-1048	https://repository.cshl.edu/id/eprint/40498	"Intronic splicing enhancers and silencers (ISEs and ISSs) are two groups of splicing-regulatory elements (SREs) that play critical roles in determining splice-site selection, particularly for alternatively spliced introns or exons. SREs are often short motifs; their mutation or dysregulation of their cognate proteins frequently causes aberrant splicing and results in disease. To date, however, knowledge about SRE sequences and how they regulate splicing remains limited. Here, using an SMN2 minigene, we generated a complete pentamer-sequence library that comprises all possible combinations of 5 nucleotides in intron 7, at a fixed site downstream of the 5' splice site. We systematically analyzed the effects of all 1023 mutant pentamers on exon 7 splicing, in comparison to the wild-type minigene, in HEK293 cells. Our data show that the majority of pentamers significantly affect exon 7 splicing: 584 of them are stimulatory and 230 are inhibitory. To identify actual SREs, we utilized a motif set enrichment analysis (MSEA), from which we identified groups of stimulatory and inhibitory SRE motifs. We experimentally validated several strong SREs in SMN1/2 and other minigene settings. Our results provide a valuable resource for understanding how short RNA sequences regulate splicing. Many novel SREs can be explored further to elucidate their mechanism of action."			PMC8789036	
40548	8	archive	41	disk0/00/04/05/48	3/10/22 14:53	3/10/22 14:53	3/10/22 14:53	article	show		Four to the floor: Active DNA demethylation defines somatic epigenetic patterns and impacts quantitative traits	pub	1/6/22	published	10.1093/plcell/koac003	https://pubmed.ncbi.nlm.nih.gov/35234918/	5234918/	none	The Plant cell		FALSE	1532-298X	https://repository.cshl.edu/id/eprint/40548					
40670	6	archive	39	disk0/00/04/06/70	7/1/22 0:13	7/1/22 0:13	7/1/22 0:13	article	show	39	Target binding triggers hierarchical phosphorylation of human Argonaute-2 to promote target release	pub	1/6/22	published	10.1101/2022.01.06.475261			public	Elife		TRUE	2050-084x	https://repository.cshl.edu/id/eprint/40670		11	e76908		11:e76908
40500	5	archive	39	disk0/00/04/05/00	1/26/22 16:24	1/26/22 16:24	1/26/22 16:24	article	show	39	Longitudinal Intravital Imaging Through Clear Silicone Windows	pub	1/5/22	published	10.3791/62757	https://www.ncbi.nlm.nih.gov/pubmed/35068483	35068483	none	Journal of Visualized Experiments		TRUE	1940-087X	https://repository.cshl.edu/id/eprint/40500	"Intravital microscopy (IVM) enables visualization of cell movement, division, and death at single-cell resolution. IVM through surgically inserted imaging windows is particularly powerful because it allows longitudinal observation of the same tissue over days to weeks. Typical imaging windows comprise a glass coverslip in a biocompatible metal frame sutured to the mouse's skin. These windows can interfere with the free movement of the mice, elicit a strong inflammatory response, and fail due to broken glass or torn sutures, any of which may necessitate euthanasia. To address these issues, windows for long-term abdominal organ and mammary gland imaging were developed from a thin film of polydimethylsiloxane (PDMS), an optically clear silicone polymer previously used for cranial imaging windows. These windows can be glued directly to the tissues, reducing the time needed for insertion. PDMS is flexible, contributing to its durability in mice over time-up to 35 days have been tested. Longitudinal imaging is imaging of the same tissue region during separate sessions. A stainless-steel grid was embedded within the windows to localize the same region, allowing the visualization of dynamic processes (like mammary gland involution) at the same locations, days apart. This silicone window also allowed monitoring of single disseminated cancer cells developing into micro-metastases over time. The silicone windows used in this study are simpler to insert than metal-framed glass windows and cause limited inflammation of the imaged tissues. Moreover, embedded grids allow for straightforward tracking of the same tissue region in repeated imaging sessions."		179		
40478	8	archive	39	disk0/00/04/04/78	1/12/22 15:15	1/12/22 15:15	1/12/22 15:15	article	show	39	The Impact of Fasciation on Maize Inflorescence Architecture	pub	1/4/22	published	10.1007/s12374-021-09342-1			public	Journal of Plant Biology		TRUE	1226-9239	https://repository.cshl.edu/id/eprint/40478	"How functional genetics research can be applied to improving crop yields is a timely challenge. One of the most direct methods is to produce larger inflorescences with higher productivity, which should be accompanied by a balance between stem cell proliferation and lateral organ initiation in meristems. Unbalanced proliferation of stem cells causes the fasciated inflorescences, which reflect the abnormal proliferation of meristems, derived from the Latin word ‘fascis’, meaning ‘bundle’. Maize, a model system for grain crops, has shown tremendous yield improvements through the mysterious transformation of the female inflorescence during domestication. In this review, we focus on maize inflorescence architecture and highlight the patterns of fasciation, including recent progress."				
